Time,EGM Signal 1,EGM Signal 2
0,185.0,1480.0
1,232.0,1392.0
2,184.0,1656.0
3,225.0,450.0
4,183.0,0.0
5,218.0,872.0
6,184.0,920.0
7,210.0,1680.0
8,190.0,1710.0
9,208.0,624.0
10,198.0,1386.0
11,207.0,1656.0
12,206.0,1442.0
13,204.0,612.0
14,213.0,1491.0
15,202.0,0.0
16,218.0,872.0
17,199.0,0.0
18,222.0,0.0
19,197.0,1773.0
20,226.0,2034.0
21,195.0,1755.0
22,231.0,924.0
23,193.0,1737.0
24,234.0,1404.0
25,191.0,1528.0
26,237.0,474.0
27,190.0,0.0
28,240.0,2160.0
29,189.0,756.0
30,241.0,2169.0
31,188.0,188.0
32,239.0,956.0
33,187.0,1496.0
34,237.0,0.0
35,186.0,1674.0
36,232.0,928.0
37,186.0,558.0
38,226.0,678.0
39,185.0,1665.0
40,220.0,1760.0
41,184.0,368.0
42,212.0,1060.0
43,189.0,1323.0
44,205.0,1640.0
45,196.0,0.0
46,205.0,1230.0
47,205.0,820.0
48,204.0,1428.0
49,211.0,1266.0
50,202.0,1010.0
51,217.0,1519.0
52,200.0,600.0
53,221.0,1989.0
54,198.0,396.0
55,224.0,672.0
56,196.0,784.0
57,228.0,0.0
58,194.0,388.0
59,229.0,687.0
60,193.0,1351.0
61,232.0,2088.0
62,192.0,192.0
63,233.0,0.0
64,191.0,764.0
65,235.0,705.0
66,190.0,0.0
67,235.0,940.0
68,189.0,0.0
69,233.0,1165.0
70,188.0,564.0
71,229.0,916.0
72,186.0,744.0
73,224.0,2016.0
74,186.0,372.0
75,219.0,1095.0
76,186.0,0.0
77,212.0,424.0
78,186.0,0.0
79,205.0,1845.0
80,191.0,382.0
81,202.0,202.0
82,198.0,1584.0
83,201.0,1407.0
84,205.0,410.0
85,201.0,804.0
86,212.0,636.0
87,199.0,199.0
88,217.0,651.0
89,197.0,0.0
90,221.0,1105.0
91,195.0,975.0
92,225.0,225.0
93,194.0,970.0
94,228.0,456.0
95,193.0,579.0
96,230.0,1610.0
97,191.0,955.0
98,232.0,232.0
99,190.0,760.0
100,233.0,233.0
101,189.0,378.0
102,234.0,234.0
103,189.0,378.0
104,234.0,234.0
105,188.0,188.0
106,231.0,2079.0
107,187.0,1122.0
108,227.0,681.0
109,186.0,186.0
110,222.0,1998.0
111,185.0,1295.0
112,217.0,651.0
113,185.0,1665.0
114,210.0,630.0
115,186.0,1488.0
116,203.0,1624.0
117,192.0,384.0
118,202.0,1010.0
119,200.0,0.0
120,201.0,1407.0
121,207.0,828.0
122,200.0,200.0
123,213.0,1065.0
124,199.0,995.0
125,218.0,654.0
126,197.0,1773.0
127,222.0,888.0
128,194.0,1164.0
129,225.0,225.0
130,193.0,1158.0
131,229.0,0.0
132,192.0,1728.0
133,230.0,460.0
134,190.0,760.0
135,232.0,464.0
136,189.0,189.0
137,234.0,1638.0
138,188.0,376.0
139,235.0,0.0
140,187.0,1309.0
141,234.0,1170.0
142,187.0,374.0
143,230.0,0.0
144,186.0,1488.0
145,226.0,0.0
146,185.0,1295.0
147,221.0,0.0
148,185.0,1480.0
149,215.0,645.0
150,184.0,184.0
151,208.0,1664.0
152,188.0,376.0
153,202.0,0.0
154,194.0,582.0
155,201.0,603.0
156,202.0,1818.0
157,200.0,400.0
158,208.0,208.0
159,199.0,597.0
160,214.0,1070.0
161,197.0,394.0
162,218.0,218.0
163,195.0,780.0
164,222.0,1998.0
165,193.0,965.0
166,226.0,226.0
167,192.0,1536.0
168,228.0,2052.0
169,190.0,190.0
170,231.0,1848.0
171,189.0,1323.0
172,233.0,699.0
173,188.0,1316.0
174,234.0,2106.0
175,187.0,935.0
176,234.0,2106.0
177,186.0,1674.0
178,232.0,928.0
179,185.0,1295.0
180,229.0,229.0
181,183.0,1098.0
182,225.0,2025.0
183,183.0,732.0
184,219.0,1095.0
185,182.0,910.0
186,212.0,636.0
187,182.0,910.0
188,205.0,820.0
189,188.0,376.0
190,202.0,1818.0
191,196.0,784.0
192,201.0,804.0
193,203.0,203.0
194,200.0,1000.0
195,210.0,1050.0
196,198.0,990.0
197,215.0,1720.0
198,195.0,1365.0
199,219.0,1971.0
200,193.0,1351.0
201,223.0,223.0
202,191.0,382.0
203,226.0,1582.0
204,190.0,380.0
205,229.0,229.0
206,188.0,1692.0
207,231.0,1386.0
208,187.0,374.0
209,233.0,466.0
210,186.0,1674.0
211,235.0,940.0
212,185.0,370.0
213,234.0,1170.0
214,184.0,920.0
215,231.0,693.0
216,183.0,1464.0
217,226.0,0.0
218,182.0,1456.0
219,221.0,1105.0
220,181.0,181.0
221,215.0,215.0
222,180.0,0.0
223,208.0,1872.0
224,183.0,732.0
225,202.0,1616.0
226,190.0,1520.0
227,201.0,1809.0
228,198.0,594.0
229,199.0,796.0
230,206.0,206.0
231,198.0,1782.0
232,212.0,1908.0
233,196.0,196.0
234,217.0,217.0
235,194.0,388.0
236,221.0,884.0
237,192.0,768.0
238,224.0,672.0
239,190.0,190.0
240,228.0,1140.0
241,189.0,189.0
242,229.0,0.0
243,187.0,0.0
244,231.0,1386.0
245,186.0,930.0
246,233.0,1165.0
247,186.0,558.0
248,234.0,1638.0
249,185.0,1665.0
250,231.0,1155.0
251,183.0,366.0
252,227.0,1362.0
253,182.0,1274.0
254,222.0,1332.0
255,181.0,543.0
256,217.0,1302.0
257,181.0,362.0
258,211.0,211.0
259,180.0,540.0
260,204.0,204.0
261,186.0,0.0
262,200.0,600.0
263,194.0,1552.0
264,200.0,1000.0
265,202.0,606.0
266,199.0,1393.0
267,209.0,1045.0
268,197.0,788.0
269,214.0,1284.0
270,195.0,1560.0
271,218.0,1526.0
272,193.0,0.0
273,222.0,444.0
274,191.0,1719.0
275,226.0,1130.0
276,190.0,0.0
277,228.0,0.0
278,188.0,1128.0
279,230.0,690.0
280,187.0,0.0
281,232.0,1392.0
282,186.0,0.0
283,233.0,699.0
284,185.0,1480.0
285,232.0,928.0
286,184.0,552.0
287,229.0,458.0
288,184.0,736.0
289,224.0,1568.0
290,183.0,183.0
291,219.0,1971.0
292,182.0,728.0
293,214.0,1498.0
294,181.0,0.0
295,206.0,1648.0
296,183.0,732.0
297,200.0,600.0
298,190.0,1140.0
299,200.0,400.0
300,198.0,1386.0
301,199.0,1791.0
302,231.0,231.0
303,140.0,420.0
304,215.0,1505.0
305,148.0,592.0
306,204.0,0.0
307,160.0,480.0
308,194.0,1746.0
309,173.0,1384.0
310,184.0,552.0
311,189.0,378.0
312,174.0,870.0
313,204.0,816.0
314,165.0,165.0
315,220.0,440.0
316,158.0,790.0
317,235.0,235.0
318,153.0,1224.0
319,247.0,741.0
320,150.0,1050.0
321,255.0,765.0
322,147.0,882.0
323,260.0,0.0
324,145.0,725.0
325,263.0,789.0
326,144.0,0.0
327,264.0,264.0
328,143.0,1144.0
329,261.0,2349.0
330,142.0,426.0
331,257.0,257.0
332,140.0,0.0
333,252.0,504.0
334,139.0,139.0
335,244.0,0.0
336,139.0,0.0
337,232.0,1624.0
338,140.0,140.0
339,215.0,645.0
340,148.0,1184.0
341,204.0,1632.0
342,159.0,954.0
343,194.0,0.0
344,173.0,0.0
345,184.0,184.0
346,189.0,945.0
347,174.0,348.0
348,205.0,1025.0
349,165.0,1320.0
350,221.0,884.0
351,158.0,474.0
352,237.0,1422.0
353,153.0,765.0
354,248.0,992.0
355,150.0,900.0
356,255.0,2295.0
357,147.0,588.0
358,261.0,2088.0
359,145.0,580.0
360,263.0,1841.0
361,144.0,144.0
362,264.0,0.0
363,143.0,143.0
364,261.0,261.0
365,141.0,1128.0
366,257.0,1028.0
367,140.0,0.0
368,251.0,1757.0
369,139.0,834.0
370,244.0,976.0
371,139.0,278.0
372,232.0,0.0
373,140.0,1260.0
374,216.0,432.0
375,148.0,444.0
376,204.0,1632.0
377,159.0,477.0
378,193.0,1158.0
379,173.0,173.0
380,184.0,1104.0
381,189.0,567.0
382,173.0,692.0
383,206.0,0.0
384,164.0,820.0
385,222.0,1776.0
386,158.0,1422.0
387,237.0,237.0
388,153.0,612.0
389,247.0,494.0
390,149.0,298.0
391,256.0,768.0
392,146.0,292.0
393,261.0,1566.0
394,145.0,725.0
395,264.0,1848.0
396,144.0,432.0
397,264.0,1848.0
398,142.0,568.0
399,262.0,524.0
400,141.0,282.0
401,257.0,1542.0
402,140.0,1120.0
403,251.0,2008.0
404,139.0,1251.0
405,243.0,2187.0
406,138.0,414.0
407,231.0,924.0
408,140.0,1120.0
409,215.0,1505.0
410,148.0,0.0
411,204.0,612.0
412,160.0,1440.0
413,194.0,0.0
414,174.0,348.0
415,183.0,549.0
416,191.0,764.0
417,172.0,1204.0
418,207.0,1863.0
419,164.0,0.0
420,222.0,0.0
421,157.0,0.0
422,238.0,1666.0
423,153.0,1377.0
424,248.0,248.0
425,149.0,894.0
426,256.0,2304.0
427,147.0,1029.0
428,261.0,522.0
429,145.0,580.0
430,263.0,789.0
431,144.0,1152.0
432,264.0,2376.0
433,142.0,284.0
434,261.0,0.0
435,141.0,987.0
436,256.0,1536.0
437,140.0,0.0
438,251.0,251.0
439,139.0,834.0
440,243.0,729.0
441,138.0,276.0
442,230.0,1840.0
443,141.0,282.0
444,214.0,1498.0
445,149.0,894.0
446,203.0,609.0
447,160.0,640.0
448,193.0,0.0
449,173.0,692.0
450,183.0,366.0
451,190.0,1330.0
452,173.0,346.0
453,206.0,618.0
454,164.0,1148.0
455,222.0,1332.0
456,157.0,471.0
457,238.0,1904.0
458,153.0,1224.0
459,248.0,1240.0
460,149.0,1192.0
461,256.0,2304.0
462,147.0,147.0
463,261.0,1305.0
464,145.0,1160.0
465,264.0,1320.0
466,144.0,1008.0
467,264.0,1056.0
468,142.0,852.0
469,261.0,1827.0
470,141.0,282.0
471,257.0,1028.0
472,140.0,140.0
473,251.0,753.0
474,139.0,556.0
475,243.0,486.0
476,138.0,1242.0
477,231.0,462.0
478,141.0,564.0
479,214.0,0.0
480,149.0,894.0
481,204.0,816.0
482,160.0,800.0
483,193.0,386.0
484,174.0,870.0
485,183.0,1464.0
486,191.0,191.0
487,172.0,1376.0
488,207.0,1242.0
489,164.0,1148.0
490,223.0,1561.0
491,157.0,1256.0
492,238.0,1428.0
493,153.0,1377.0
494,249.0,1743.0
495,149.0,1192.0
496,257.0,771.0
497,147.0,147.0
498,261.0,1827.0
499,145.0,290.0
500,264.0,1848.0
501,144.0,1152.0
502,264.0,264.0
503,142.0,710.0
504,261.0,261.0
505,141.0,0.0
506,256.0,768.0
507,140.0,280.0
508,250.0,750.0
509,139.0,0.0
510,242.0,1694.0
511,139.0,695.0
512,229.0,687.0
513,142.0,1278.0
514,214.0,856.0
515,150.0,1200.0
516,203.0,812.0
