Time,EGM Signal 1,EGM Signal 2
0,240.0,1680.0
1,238.0,1190.0
2,263.0,526.0
3,253.0,759.0
4,274.0,1096.0
5,262.0,1834.0
6,278.0,1112.0
7,268.0,268.0
8,279.0,1953.0
9,272.0,1904.0
10,277.0,2493.0
11,277.0,1108.0
12,273.0,819.0
13,280.0,2520.0
14,270.0,1620.0
15,283.0,0.0
16,271.0,1355.0
17,288.0,864.0
18,272.0,1904.0
19,290.0,2610.0
20,275.0,1650.0
21,289.0,2601.0
22,277.0,2493.0
23,287.0,2583.0
24,280.0,0.0
25,283.0,1981.0
26,283.0,2264.0
27,278.0,1390.0
28,285.0,2565.0
29,274.0,1918.0
30,288.0,1440.0
31,274.0,0.0
32,292.0,1460.0
33,275.0,1375.0
34,292.0,0.0
35,278.0,278.0
36,290.0,1740.0
37,279.0,1395.0
38,288.0,1440.0
39,281.0,1967.0
40,284.0,2272.0
41,284.0,2272.0
42,279.0,1674.0
43,286.0,2002.0
44,275.0,2200.0
45,288.0,2016.0
46,274.0,1096.0
47,292.0,292.0
48,276.0,0.0
49,292.0,292.0
50,278.0,556.0
51,291.0,291.0
52,280.0,1960.0
53,289.0,2601.0
54,282.0,564.0
55,284.0,2272.0
56,285.0,855.0
57,279.0,558.0
58,287.0,861.0
59,275.0,1375.0
60,290.0,2320.0
61,276.0,0.0
62,294.0,588.0
63,277.0,831.0
64,293.0,2051.0
65,279.0,0.0
66,291.0,873.0
67,280.0,0.0
68,289.0,867.0
69,283.0,0.0
70,284.0,1988.0
71,285.0,285.0
72,278.0,278.0
73,287.0,2583.0
74,275.0,1375.0
75,289.0,0.0
76,275.0,2475.0
77,293.0,879.0
78,276.0,2208.0
79,293.0,1465.0
80,279.0,1395.0
81,291.0,2619.0
82,280.0,1400.0
83,289.0,1156.0
84,283.0,2547.0
85,283.0,1698.0
86,285.0,570.0
87,278.0,278.0
88,287.0,2583.0
89,275.0,1925.0
90,290.0,1450.0
91,275.0,275.0
92,293.0,586.0
93,277.0,1108.0
94,292.0,2628.0
95,279.0,0.0
96,291.0,2328.0
97,280.0,0.0
98,288.0,0.0
99,283.0,1415.0
100,283.0,566.0
101,285.0,0.0
102,278.0,1668.0
103,287.0,2009.0
104,275.0,0.0
105,291.0,582.0
106,276.0,2484.0
107,294.0,882.0
108,278.0,1946.0
109,294.0,1470.0
110,280.0,1680.0
111,292.0,584.0
112,281.0,0.0
113,290.0,1740.0
114,284.0,1988.0
115,284.0,1420.0
116,286.0,286.0
117,278.0,2502.0
118,288.0,1440.0
119,276.0,1656.0
120,292.0,2628.0
121,277.0,2493.0
122,296.0,2368.0
123,279.0,1674.0
124,295.0,0.0
125,281.0,0.0
126,294.0,1470.0
127,283.0,0.0
128,291.0,0.0
129,286.0,286.0
130,285.0,2280.0
131,288.0,864.0
132,280.0,1960.0
133,290.0,2030.0
134,277.0,277.0
135,294.0,882.0
136,278.0,556.0
137,297.0,594.0
138,280.0,1120.0
139,296.0,296.0
140,282.0,846.0
141,294.0,1764.0
142,283.0,2264.0
143,291.0,873.0
144,286.0,2574.0
145,285.0,1995.0
146,288.0,2304.0
147,279.0,837.0
148,290.0,290.0
149,277.0,1108.0
150,294.0,1470.0
151,277.0,1385.0
152,296.0,1776.0
153,279.0,1674.0
154,295.0,1180.0
155,282.0,0.0
156,294.0,1764.0
157,284.0,284.0
158,291.0,2037.0
159,287.0,1435.0
160,285.0,1995.0
161,290.0,2030.0
162,280.0,2520.0
163,291.0,2619.0
164,279.0,279.0
165,296.0,1480.0
166,280.0,0.0
167,299.0,1495.0
168,282.0,846.0
169,298.0,2682.0
170,284.0,852.0
171,296.0,2072.0
172,286.0,0.0
173,292.0,2044.0
174,288.0,0.0
175,286.0,1144.0
176,291.0,2037.0
177,281.0,2248.0
178,292.0,876.0
179,279.0,558.0
180,297.0,0.0
181,280.0,1400.0
182,299.0,0.0
183,282.0,2256.0
184,298.0,596.0
185,284.0,0.0
186,295.0,885.0
187,286.0,858.0
188,291.0,1455.0
189,289.0,2601.0
190,285.0,1425.0
191,291.0,1164.0
192,280.0,2520.0
193,292.0,2628.0
194,279.0,837.0
195,297.0,0.0
196,280.0,2240.0
197,299.0,2093.0
198,282.0,1974.0
199,297.0,1485.0
