Time,EGM Signal 1,EGM Signal 2
0,1023.0,3069.0
1,1023.0,0.0
2,1023.0,6138.0
3,1023.0,8184.0
4,1023.0,3069.0
5,1023.0,4092.0
6,1023.0,1023.0
7,1023.0,9207.0
8,1023.0,6138.0
9,1023.0,8184.0
10,1023.0,5115.0
11,1023.0,7161.0
12,1023.0,3069.0
13,1023.0,3069.0
14,1023.0,7161.0
15,1023.0,3069.0
16,1023.0,4092.0
17,1023.0,0.0
18,1023.0,5115.0
19,1023.0,4092.0
20,1023.0,5115.0
21,1023.0,3069.0
22,1023.0,1023.0
23,1023.0,8184.0
24,1023.0,8184.0
25,1023.0,5115.0
26,1023.0,6138.0
27,1023.0,0.0
28,1023.0,0.0
29,1023.0,4092.0
30,1023.0,8184.0
31,1023.0,2046.0
32,1023.0,2046.0
33,1023.0,3069.0
34,1023.0,9207.0
35,1023.0,9207.0
36,1023.0,4092.0
37,1023.0,7161.0
38,1023.0,6138.0
39,1023.0,9207.0
40,1023.0,0.0
41,1023.0,7161.0
42,1023.0,7161.0
43,1023.0,1023.0
44,1023.0,7161.0
45,1023.0,6138.0
46,1023.0,2046.0
47,1023.0,8184.0
48,1023.0,8184.0
49,1023.0,9207.0
50,1023.0,6138.0
51,1023.0,1023.0
52,1023.0,3069.0
53,1023.0,7161.0
54,1023.0,0.0
55,1023.0,0.0
56,1023.0,7161.0
57,1023.0,2046.0
58,1023.0,6138.0
59,1023.0,8184.0
60,1023.0,3069.0
61,1023.0,5115.0
62,1023.0,6138.0
63,1023.0,1023.0
64,1023.0,4092.0
65,1023.0,3069.0
66,1023.0,2046.0
67,1023.0,4092.0
68,1023.0,5115.0
69,1023.0,5115.0
70,1023.0,4092.0
71,1023.0,1023.0
72,1023.0,2046.0
73,1023.0,1023.0
74,1023.0,9207.0
75,1023.0,0.0
76,1023.0,3069.0
77,1023.0,6138.0
78,1023.0,9207.0
79,1023.0,4092.0
80,1023.0,8184.0
81,1023.0,0.0
82,1023.0,2046.0
83,1023.0,8184.0
84,1023.0,2046.0
85,1023.0,8184.0
86,1023.0,3069.0
87,1023.0,9207.0
88,1023.0,4092.0
89,1023.0,2046.0
90,1023.0,1023.0
91,1023.0,3069.0
92,1023.0,8184.0
93,1023.0,9207.0
94,1023.0,6138.0
95,1023.0,9207.0
96,1023.0,9207.0
97,1023.0,8184.0
98,1023.0,0.0
99,1023.0,4092.0
100,1023.0,7161.0
101,1023.0,9207.0
102,1023.0,2046.0
103,1023.0,5115.0
104,1023.0,4092.0
105,1023.0,6138.0
106,1023.0,6138.0
107,1023.0,1023.0
108,1023.0,0.0
109,1023.0,6138.0
110,1023.0,1023.0
111,1023.0,1023.0
112,1023.0,8184.0
113,1023.0,4092.0
114,1023.0,6138.0
115,1023.0,1023.0
116,1023.0,7161.0
117,1023.0,3069.0
118,1023.0,9207.0
119,1023.0,7161.0
120,1023.0,1023.0
121,1023.0,4092.0
122,1023.0,0.0
123,1023.0,7161.0
124,1023.0,2046.0
125,1023.0,9207.0
126,1023.0,2046.0
127,1023.0,4092.0
128,1023.0,8184.0
129,1023.0,3069.0
130,1023.0,6138.0
131,1023.0,6138.0
132,1023.0,7161.0
133,1023.0,9207.0
134,1023.0,7161.0
135,1023.0,5115.0
136,1023.0,8184.0
137,1023.0,7161.0
138,1023.0,2046.0
139,1023.0,5115.0
140,1023.0,4092.0
141,1023.0,5115.0
142,1023.0,6138.0
143,1023.0,2046.0
144,1023.0,0.0
145,1023.0,6138.0
146,1023.0,5115.0
147,1023.0,3069.0
148,1023.0,6138.0
149,1023.0,3069.0
150,1023.0,7161.0
151,1023.0,6138.0
152,1023.0,8184.0
153,1023.0,2046.0
154,1023.0,8184.0
155,1023.0,0.0
156,1023.0,2046.0
157,1023.0,3069.0
158,1023.0,2046.0
159,1023.0,9207.0
160,1023.0,6138.0
161,1023.0,7161.0
162,1023.0,8184.0
163,1023.0,0.0
164,1023.0,0.0
165,1023.0,8184.0
166,1023.0,2046.0
167,1023.0,1023.0
168,1023.0,4092.0
169,1023.0,3069.0
170,1023.0,0.0
171,1023.0,1023.0
172,1023.0,0.0
173,1023.0,6138.0
174,1023.0,9207.0
175,1023.0,1023.0
176,1023.0,1023.0
177,1023.0,3069.0
178,1023.0,0.0
179,1023.0,7161.0
180,1023.0,6138.0
181,1023.0,4092.0
182,1023.0,2046.0
183,1023.0,7161.0
184,1023.0,9207.0
185,1023.0,4092.0
186,1023.0,6138.0
187,1023.0,3069.0
188,1023.0,3069.0
189,1023.0,3069.0
190,1023.0,1023.0
191,1023.0,5115.0
192,1023.0,4092.0
193,1023.0,1023.0
194,1023.0,1023.0
195,1023.0,9207.0
196,1023.0,7161.0
197,1023.0,2046.0
198,1023.0,3069.0
199,1023.0,6138.0
200,1023.0,3069.0
201,1023.0,5115.0
202,1023.0,4092.0
203,1023.0,3069.0
204,1023.0,6138.0
205,1023.0,9207.0
206,1023.0,8184.0
207,1023.0,9207.0
208,1023.0,6138.0
209,1023.0,9207.0
210,1023.0,4092.0
211,1023.0,4092.0
212,1023.0,3069.0
213,1023.0,9207.0
214,1023.0,7161.0
215,1023.0,2046.0
216,1023.0,2046.0
217,1023.0,3069.0
218,1023.0,8184.0
219,1023.0,9207.0
220,1023.0,8184.0
221,1023.0,7161.0
222,1023.0,0.0
223,1023.0,1023.0
224,1023.0,1023.0
225,1023.0,6138.0
226,1023.0,4092.0
227,1023.0,5115.0
228,1023.0,3069.0
229,1023.0,8184.0
230,1023.0,3069.0
231,1023.0,6138.0
232,1023.0,6138.0
233,1023.0,7161.0
234,1023.0,7161.0
235,1023.0,9207.0
236,1023.0,5115.0
237,1023.0,9207.0
238,1023.0,7161.0
239,1023.0,7161.0
240,1023.0,5115.0
241,1023.0,1023.0
242,1023.0,8184.0
243,1023.0,7161.0
244,1023.0,6138.0
245,1023.0,6138.0
246,1023.0,0.0
247,1023.0,1023.0
248,1023.0,6138.0
249,1023.0,8184.0
250,1023.0,8184.0
251,1023.0,9207.0
252,1023.0,8184.0
253,1023.0,7161.0
254,1023.0,0.0
255,1023.0,5115.0
256,1023.0,1023.0
257,1023.0,4092.0
258,1023.0,9207.0
259,1023.0,6138.0
260,1023.0,5115.0
261,1023.0,5115.0
262,1023.0,1023.0
263,1023.0,8184.0
264,1023.0,8184.0
265,1023.0,9207.0
266,1023.0,0.0
267,1023.0,5115.0
268,1023.0,4092.0
269,1023.0,4092.0
270,1023.0,6138.0
271,1023.0,2046.0
272,1023.0,5115.0
273,1023.0,3069.0
274,1023.0,0.0
275,1023.0,3069.0
276,1023.0,9207.0
277,1023.0,5115.0
278,1023.0,7161.0
279,1023.0,1023.0
280,1023.0,8184.0
281,1023.0,5115.0
282,1023.0,2046.0
283,1023.0,6138.0
284,1023.0,9207.0
285,1023.0,0.0
286,1023.0,8184.0
287,1023.0,8184.0
288,1023.0,6138.0
289,1023.0,5115.0
290,1023.0,6138.0
291,1023.0,1023.0
292,1023.0,6138.0
293,1023.0,2046.0
294,1023.0,7161.0
295,1023.0,0.0
296,1023.0,6138.0
297,1023.0,5115.0
298,1023.0,5115.0
299,1023.0,5115.0
300,1023.0,4092.0
301,1023.0,5115.0
302,1023.0,2046.0
303,1023.0,1023.0
304,1023.0,8184.0
305,1023.0,4092.0
306,1023.0,8184.0
307,1023.0,7161.0
308,1023.0,5115.0
309,1023.0,7161.0
310,1023.0,1023.0
311,1023.0,3069.0
312,1023.0,3069.0
313,1023.0,5115.0
314,1023.0,4092.0
315,1023.0,1023.0
316,1023.0,4092.0
317,1023.0,6138.0
318,1023.0,4092.0
319,1023.0,5115.0
320,1023.0,0.0
321,1023.0,9207.0
322,1023.0,4092.0
323,1023.0,0.0
324,1023.0,3069.0
325,1023.0,4092.0
326,1023.0,5115.0
327,1023.0,4092.0
328,1023.0,9207.0
329,1023.0,3069.0
330,1023.0,6138.0
331,1023.0,3069.0
332,1023.0,5115.0
333,1023.0,7161.0
334,1023.0,3069.0
335,1023.0,9207.0
336,1023.0,7161.0
337,1023.0,8184.0
338,1023.0,7161.0
339,1023.0,8184.0
340,1023.0,6138.0
341,1023.0,1023.0
342,1023.0,7161.0
343,1023.0,3069.0
344,1023.0,3069.0
345,1023.0,4092.0
346,1023.0,1023.0
347,1023.0,1023.0
348,1023.0,8184.0
349,1023.0,6138.0
350,1023.0,7161.0
351,1023.0,1023.0
352,1023.0,2046.0
353,1023.0,6138.0
354,1023.0,8184.0
355,1023.0,5115.0
356,1023.0,4092.0
357,1023.0,0.0
358,1023.0,3069.0
359,1023.0,8184.0
360,1023.0,4092.0
361,1023.0,1023.0
362,1023.0,2046.0
363,1023.0,6138.0
364,1023.0,3069.0
365,1023.0,6138.0
366,1023.0,7161.0
367,1023.0,8184.0
368,1023.0,4092.0
369,1023.0,1023.0
370,1023.0,5115.0
371,1023.0,3069.0
372,1023.0,8184.0
373,1023.0,3069.0
374,1023.0,5115.0
375,1023.0,3069.0
376,1023.0,3069.0
377,1023.0,0.0
378,1023.0,3069.0
379,1023.0,6138.0
380,1023.0,7161.0
381,1023.0,1023.0
382,1023.0,0.0
383,1023.0,0.0
384,1023.0,7161.0
385,1023.0,9207.0
386,1023.0,3069.0
387,1023.0,2046.0
388,1023.0,8184.0
389,1023.0,7161.0
390,1023.0,2046.0
391,1023.0,9207.0
392,1023.0,1023.0
393,1023.0,0.0
394,1023.0,4092.0
395,1023.0,5115.0
396,1023.0,7161.0
397,1023.0,6138.0
398,1023.0,2046.0
399,1023.0,8184.0
400,1023.0,3069.0
401,1023.0,5115.0
402,1023.0,0.0
403,1023.0,8184.0
404,1023.0,3069.0
405,1023.0,3069.0
406,1023.0,2046.0
407,1023.0,1023.0
408,1023.0,9207.0
409,1023.0,8184.0
410,1023.0,5115.0
411,1023.0,1023.0
412,1023.0,7161.0
413,1023.0,1023.0
414,1023.0,1023.0
415,1023.0,6138.0
416,1023.0,7161.0
417,1023.0,1023.0
418,1023.0,3069.0
419,1023.0,1023.0
420,1023.0,0.0
421,1023.0,5115.0
422,1023.0,8184.0
423,1023.0,4092.0
424,1023.0,4092.0
425,1023.0,5115.0
426,1023.0,4092.0
427,1023.0,8184.0
428,1023.0,7161.0
429,1023.0,2046.0
430,1023.0,7161.0
431,1023.0,7161.0
432,1023.0,2046.0
433,1023.0,2046.0
434,1023.0,3069.0
435,1023.0,4092.0
436,1023.0,0.0
437,1023.0,5115.0
438,1023.0,4092.0
439,1023.0,9207.0
