Time,EGM Signal 1,EGM Signal 2
0,282.0,1410.0
1,239.0,1673.0
2,265.0,2120.0
3,240.0,480.0
4,262.0,262.0
5,243.0,1215.0
6,259.0,259.0
7,245.0,1470.0
8,256.0,1792.0
9,248.0,1984.0
10,252.0,252.0
11,251.0,1004.0
12,249.0,2241.0
13,254.0,2032.0
14,246.0,984.0
15,257.0,1799.0
16,244.0,1464.0
17,259.0,2331.0
18,241.0,1928.0
19,262.0,524.0
20,239.0,717.0
21,264.0,792.0
22,237.0,1185.0
23,266.0,2128.0
24,234.0,2106.0
25,265.0,0.0
26,234.0,702.0
27,268.0,1876.0
28,234.0,234.0
29,268.0,1072.0
30,235.0,470.0
31,267.0,0.0
32,235.0,940.0
33,267.0,1869.0
34,236.0,472.0
35,265.0,265.0
36,236.0,0.0
37,265.0,1855.0
38,238.0,952.0
39,262.0,1310.0
40,240.0,480.0
41,260.0,520.0
42,242.0,484.0
43,257.0,1799.0
44,246.0,1230.0
45,254.0,1524.0
46,249.0,249.0
47,251.0,1757.0
48,252.0,1512.0
49,248.0,496.0
50,254.0,1524.0
51,245.0,1960.0
52,257.0,257.0
53,243.0,972.0
54,260.0,2340.0
55,240.0,720.0
56,262.0,1310.0
57,238.0,2142.0
58,264.0,528.0
59,236.0,708.0
60,270.0,2430.0
61,235.0,940.0
62,268.0,1608.0
63,233.0,2097.0
64,268.0,804.0
65,234.0,468.0
66,267.0,1869.0
67,234.0,468.0
68,267.0,1602.0
69,235.0,2115.0
70,266.0,1330.0
71,236.0,1652.0
72,265.0,2385.0
73,237.0,1659.0
74,264.0,0.0
75,238.0,238.0
76,262.0,524.0
77,241.0,0.0
78,258.0,2322.0
79,243.0,2187.0
80,256.0,1280.0
81,248.0,496.0
82,253.0,506.0
83,250.0,1750.0
84,249.0,747.0
85,253.0,759.0
86,246.0,1230.0
87,256.0,512.0
88,244.0,732.0
89,259.0,1036.0
90,241.0,964.0
91,262.0,1048.0
92,239.0,0.0
93,264.0,1584.0
94,237.0,1896.0
95,266.0,266.0
96,235.0,1880.0
97,267.0,1869.0
98,234.0,468.0
99,268.0,1340.0
100,234.0,1170.0
101,267.0,1869.0
102,234.0,2106.0
103,267.0,801.0
104,234.0,2106.0
105,266.0,2128.0
106,235.0,235.0
107,266.0,1330.0
108,237.0,1185.0
109,264.0,2112.0
110,238.0,238.0
111,263.0,263.0
112,240.0,480.0
113,260.0,1820.0
114,243.0,1458.0
115,257.0,257.0
116,246.0,1722.0
117,254.0,254.0
118,249.0,1992.0
119,251.0,1757.0
120,252.0,0.0
121,248.0,992.0
122,255.0,2295.0
123,245.0,0.0
124,258.0,2322.0
125,243.0,729.0
126,260.0,1040.0
127,240.0,240.0
128,263.0,2104.0
129,238.0,714.0
130,265.0,1590.0
131,236.0,1888.0
132,266.0,1064.0
133,234.0,1404.0
134,268.0,1072.0
135,233.0,466.0
136,268.0,804.0
137,234.0,1872.0
138,268.0,1876.0
139,234.0,1872.0
140,267.0,0.0
141,235.0,1645.0
142,266.0,798.0
143,236.0,2124.0
144,265.0,265.0
145,237.0,2133.0
146,263.0,526.0
147,239.0,2151.0
148,261.0,522.0
149,242.0,484.0
150,258.0,258.0
151,245.0,1715.0
152,255.0,0.0
153,248.0,1736.0
154,252.0,252.0
155,250.0,0.0
156,249.0,2241.0
157,254.0,254.0
158,246.0,492.0
159,256.0,512.0
160,243.0,729.0
161,259.0,0.0
162,240.0,240.0
163,262.0,1834.0
164,238.0,476.0
165,263.0,0.0
166,236.0,0.0
167,266.0,266.0
