Time,EGM Signal 1,EGM Signal 2
0,1023.0,5115.0
1,1023.0,0.0
2,1023.0,0.0
3,1023.0,3069.0
4,1023.0,5115.0
5,1023.0,1023.0
6,1023.0,1023.0
7,1023.0,9207.0
8,1023.0,7161.0
9,1023.0,0.0
10,1023.0,0.0
11,1023.0,6138.0
12,1023.0,8184.0
13,1023.0,8184.0
14,1023.0,4092.0
15,1023.0,5115.0
16,1023.0,1023.0
17,1023.0,6138.0
18,1023.0,0.0
19,1023.0,7161.0
20,1023.0,2046.0
21,1023.0,3069.0
22,1023.0,2046.0
23,1023.0,2046.0
24,1023.0,1023.0
25,1023.0,0.0
26,1023.0,8184.0
27,1023.0,7161.0
28,1023.0,1023.0
29,1023.0,4092.0
30,1023.0,1023.0
31,1023.0,3069.0
32,1023.0,3069.0
33,1023.0,8184.0
34,1023.0,5115.0
35,1023.0,0.0
36,1023.0,4092.0
37,1023.0,9207.0
38,1023.0,7161.0
39,1023.0,0.0
40,1023.0,3069.0
41,1023.0,4092.0
42,1023.0,0.0
43,1023.0,9207.0
44,1023.0,1023.0
45,1023.0,9207.0
46,1023.0,1023.0
47,1023.0,2046.0
48,1023.0,2046.0
49,1023.0,3069.0
50,1023.0,1023.0
51,1023.0,6138.0
52,1023.0,7161.0
53,1023.0,7161.0
54,1023.0,6138.0
55,1023.0,3069.0
56,1023.0,7161.0
57,1023.0,2046.0
58,1023.0,1023.0
59,1023.0,1023.0
60,1023.0,5115.0
61,1023.0,8184.0
62,1023.0,0.0
63,1023.0,0.0
64,1023.0,7161.0
65,1023.0,5115.0
66,1023.0,7161.0
67,1023.0,2046.0
68,1023.0,7161.0
69,1023.0,0.0
70,1023.0,9207.0
71,1023.0,8184.0
72,1023.0,3069.0
73,1023.0,8184.0
74,1023.0,6138.0
75,1023.0,2046.0
76,1023.0,2046.0
77,1023.0,1023.0
78,1023.0,4092.0
79,1023.0,6138.0
80,1023.0,1023.0
81,1023.0,9207.0
82,1023.0,9207.0
83,1023.0,4092.0
84,1023.0,3069.0
85,1023.0,6138.0
86,1023.0,5115.0
87,1023.0,9207.0
88,1023.0,0.0
89,1023.0,5115.0
90,1023.0,9207.0
91,1023.0,5115.0
92,1023.0,4092.0
93,1023.0,5115.0
94,1023.0,4092.0
95,1023.0,1023.0
96,1023.0,1023.0
97,1023.0,3069.0
98,1023.0,2046.0
99,1023.0,8184.0
100,1023.0,2046.0
101,1023.0,9207.0
102,1023.0,8184.0
103,1023.0,9207.0
104,1023.0,6138.0
105,1023.0,2046.0
106,1023.0,3069.0
107,1023.0,5115.0
108,1023.0,7161.0
109,1023.0,9207.0
110,1023.0,4092.0
111,1023.0,9207.0
112,1023.0,8184.0
113,1023.0,6138.0
114,1023.0,8184.0
115,1023.0,3069.0
116,1023.0,0.0
117,1023.0,9207.0
118,1023.0,1023.0
119,1023.0,9207.0
120,1023.0,7161.0
121,1023.0,5115.0
122,1023.0,8184.0
123,1023.0,9207.0
124,1023.0,2046.0
125,1023.0,9207.0
126,1023.0,6138.0
127,1023.0,4092.0
