Time,EGM Signal 1,EGM Signal 2
0,276.0,0.0
1,262.0,2358.0
2,255.0,2295.0
3,261.0,2349.0
4,253.0,2024.0
5,262.0,1572.0
6,252.0,1512.0
7,262.0,524.0
8,252.0,1260.0
9,262.0,2358.0
10,252.0,2268.0
11,262.0,524.0
12,251.0,753.0
13,262.0,1834.0
14,251.0,2008.0
15,262.0,2358.0
16,252.0,2268.0
17,262.0,1310.0
18,252.0,1512.0
19,261.0,2349.0
20,252.0,1008.0
21,260.0,2080.0
22,254.0,1016.0
23,260.0,0.0
24,255.0,1785.0
25,258.0,2322.0
26,256.0,2304.0
27,258.0,1290.0
28,257.0,2056.0
29,257.0,1028.0
30,257.0,771.0
31,255.0,255.0
32,259.0,1554.0
33,254.0,1524.0
34,259.0,518.0
35,253.0,1771.0
36,260.0,260.0
37,252.0,504.0
38,261.0,783.0
39,251.0,1506.0
40,261.0,2349.0
41,251.0,502.0
42,262.0,1310.0
43,251.0,1757.0
44,262.0,1834.0
45,251.0,753.0
46,262.0,1572.0
47,251.0,753.0
48,260.0,2340.0
49,251.0,0.0
50,261.0,1305.0
51,251.0,251.0
52,260.0,2340.0
53,252.0,756.0
54,259.0,777.0
55,253.0,253.0
56,258.0,1806.0
57,254.0,0.0
58,257.0,1285.0
59,255.0,1020.0
60,255.0,1020.0
61,256.0,1792.0
62,254.0,1778.0
63,257.0,1028.0
64,254.0,1270.0
65,258.0,0.0
66,252.0,1260.0
67,259.0,2072.0
68,251.0,753.0
69,259.0,1813.0
70,250.0,250.0
71,260.0,1820.0
72,250.0,1500.0
73,260.0,2080.0
74,250.0,500.0
75,260.0,1560.0
76,250.0,2000.0
77,261.0,522.0
78,249.0,747.0
79,260.0,780.0
80,250.0,500.0
81,260.0,260.0
82,250.0,250.0
83,260.0,0.0
84,250.0,1000.0
85,259.0,1295.0
86,252.0,504.0
87,258.0,2322.0
88,252.0,1008.0
89,257.0,771.0
90,253.0,1771.0
91,256.0,256.0
92,255.0,0.0
93,255.0,1530.0
94,256.0,512.0
95,253.0,1265.0
96,256.0,1024.0
97,252.0,0.0
98,257.0,1799.0
99,251.0,1506.0
100,258.0,2064.0
101,250.0,0.0
102,259.0,777.0
103,250.0,2250.0
104,260.0,1300.0
105,249.0,498.0
106,260.0,520.0
107,249.0,1992.0
108,260.0,1040.0
109,249.0,0.0
110,260.0,2340.0
111,249.0,1494.0
112,260.0,520.0
113,250.0,0.0
114,260.0,260.0
115,250.0,0.0
116,259.0,0.0
117,251.0,2008.0
118,259.0,518.0
119,252.0,756.0
120,257.0,0.0
121,252.0,1512.0
122,256.0,2304.0
123,254.0,1270.0
124,255.0,2295.0
125,255.0,255.0
126,254.0,254.0
127,256.0,1024.0
128,253.0,0.0
129,257.0,514.0
130,251.0,2008.0
131,258.0,0.0
132,251.0,753.0
133,259.0,518.0
134,250.0,500.0
135,260.0,260.0
136,249.0,249.0
137,260.0,1560.0
138,249.0,1743.0
139,260.0,1040.0
140,248.0,1984.0
141,260.0,1560.0
142,249.0,249.0
143,260.0,520.0
144,249.0,996.0
145,260.0,1560.0
146,250.0,1000.0
147,259.0,2072.0
148,250.0,1750.0
149,258.0,258.0
