Time,EGM Signal 1,EGM Signal 2
0,423.0,2961.0
1,753.0,2259.0
2,217.0,217.0
3,42.0,84.0
4,898.0,7184.0
5,712.0,4272.0
6,728.0,728.0
7,510.0,3570.0
8,835.0,7515.0
9,77.0,616.0
10,152.0,0.0
11,85.0,170.0
12,652.0,1956.0
13,994.0,7952.0
14,179.0,1611.0
15,839.0,2517.0
16,279.0,1395.0
17,273.0,1365.0
18,920.0,3680.0
19,340.0,2380.0
20,559.0,3913.0
21,785.0,5495.0
22,557.0,1114.0
23,773.0,3092.0
24,600.0,1800.0
25,757.0,6056.0
26,363.0,726.0
27,470.0,3290.0
28,904.0,1808.0
29,263.0,2104.0
30,153.0,0.0
31,146.0,0.0
32,840.0,5880.0
33,307.0,0.0
34,610.0,610.0
35,65.0,455.0
36,243.0,0.0
37,781.0,2343.0
38,35.0,315.0
39,741.0,741.0
40,95.0,95.0
41,304.0,1824.0
42,721.0,6489.0
43,712.0,3560.0
44,493.0,2465.0
45,353.0,2824.0
46,12.0,96.0
47,331.0,993.0
48,258.0,2064.0
49,53.0,371.0
50,57.0,57.0
51,129.0,387.0
52,132.0,792.0
53,440.0,3520.0
54,276.0,2484.0
55,930.0,3720.0
56,924.0,1848.0
57,692.0,3460.0
58,602.0,1806.0
59,615.0,1845.0
60,42.0,210.0
61,202.0,404.0
62,741.0,5187.0
63,584.0,584.0
64,489.0,1956.0
65,197.0,985.0
66,497.0,3976.0
67,688.0,6192.0
68,708.0,0.0
69,21.0,0.0
70,906.0,2718.0
71,485.0,2910.0
72,667.0,5336.0
73,77.0,539.0
74,825.0,0.0
75,502.0,2008.0
76,1015.0,4060.0
77,744.0,5208.0
78,161.0,1288.0
79,5.0,10.0
80,723.0,5061.0
81,254.0,0.0
82,1005.0,5025.0
83,421.0,2105.0
84,213.0,852.0
85,243.0,1458.0
86,729.0,729.0
87,228.0,2052.0
88,91.0,0.0
89,1018.0,9162.0
90,108.0,432.0
91,451.0,3608.0
92,337.0,2359.0
93,994.0,1988.0
94,32.0,96.0
95,942.0,942.0
96,12.0,60.0
97,737.0,3685.0
98,262.0,524.0
99,664.0,0.0
100,109.0,0.0
101,865.0,3460.0
102,1023.0,7161.0
103,308.0,308.0
104,161.0,1449.0
105,30.0,180.0
106,793.0,4758.0
107,765.0,6885.0
108,566.0,1698.0
109,592.0,4736.0
110,745.0,745.0
111,439.0,1756.0
112,641.0,4487.0
113,911.0,2733.0
114,963.0,2889.0
115,58.0,58.0
116,798.0,1596.0
117,271.0,271.0
118,448.0,896.0
119,812.0,4060.0
120,580.0,2900.0
121,85.0,765.0
122,634.0,3170.0
123,968.0,3872.0
124,683.0,0.0
125,592.0,3552.0
126,201.0,402.0
127,434.0,3472.0
128,222.0,1554.0
129,690.0,4830.0
130,246.0,246.0
131,181.0,1448.0
132,482.0,2410.0
133,588.0,2352.0
134,79.0,79.0
135,989.0,989.0
136,927.0,0.0
137,136.0,952.0
138,615.0,4920.0
139,701.0,2804.0
140,462.0,2772.0
141,543.0,0.0
142,1010.0,7070.0
143,353.0,2118.0
144,256.0,768.0
145,910.0,4550.0
146,632.0,3792.0
147,407.0,814.0
148,407.0,3663.0
149,270.0,1620.0
150,564.0,564.0
151,610.0,610.0
152,775.0,3875.0
153,215.0,1290.0
154,94.0,282.0
155,71.0,284.0
156,673.0,1346.0
157,88.0,176.0
158,41.0,164.0
159,142.0,0.0
160,859.0,6013.0
161,930.0,4650.0
162,1013.0,9117.0
163,866.0,2598.0
164,70.0,70.0
165,390.0,1950.0
166,924.0,924.0
167,708.0,4248.0
168,814.0,3256.0
169,822.0,4932.0
170,298.0,2086.0
171,258.0,258.0
172,115.0,575.0
173,18.0,0.0
174,100.0,500.0
175,486.0,486.0
176,774.0,2322.0
177,903.0,8127.0
178,239.0,478.0
179,595.0,1785.0
