Time,EGM Signal 1,EGM Signal 2
0,433.0,2598.0
1,435.0,3915.0
2,432.0,2160.0
3,435.0,1305.0
4,432.0,432.0
5,435.0,2610.0
6,433.0,0.0
7,434.0,1736.0
8,432.0,2592.0
9,434.0,1302.0
10,432.0,3456.0
11,434.0,0.0
12,433.0,1732.0
13,434.0,1736.0
14,433.0,2598.0
15,433.0,3464.0
16,433.0,3031.0
17,433.0,0.0
18,433.0,3897.0
19,433.0,1732.0
20,433.0,3464.0
21,433.0,433.0
22,433.0,2598.0
23,433.0,3897.0
24,434.0,868.0
25,432.0,3888.0
26,434.0,3906.0
27,432.0,3888.0
28,434.0,3038.0
29,432.0,1728.0
30,434.0,3472.0
31,431.0,431.0
32,434.0,3038.0
33,432.0,1296.0
34,434.0,1302.0
35,432.0,1296.0
36,434.0,3906.0
37,431.0,3017.0
38,433.0,1732.0
39,431.0,2586.0
40,433.0,3031.0
41,431.0,2586.0
42,433.0,2165.0
43,431.0,3448.0
44,433.0,3031.0
45,431.0,2586.0
46,432.0,3024.0
47,432.0,2592.0
48,432.0,2592.0
49,432.0,2592.0
50,431.0,3017.0
51,432.0,864.0
52,432.0,432.0
53,432.0,2592.0
54,431.0,1724.0
55,432.0,0.0
56,431.0,2155.0
57,433.0,3897.0
58,431.0,1293.0
59,433.0,1732.0
60,430.0,1720.0
61,432.0,2592.0
62,430.0,3010.0
63,433.0,2165.0
64,430.0,1290.0
65,433.0,0.0
66,430.0,3010.0
67,433.0,3897.0
68,430.0,1720.0
69,432.0,3456.0
70,430.0,3440.0
71,432.0,3888.0
72,430.0,0.0
73,432.0,2160.0
74,430.0,430.0
75,432.0,1728.0
76,431.0,3879.0
77,431.0,431.0
78,431.0,3448.0
79,432.0,3888.0
80,431.0,1724.0
81,431.0,862.0
82,431.0,3017.0
83,431.0,1293.0
84,431.0,431.0
85,430.0,3870.0
86,432.0,2592.0
87,430.0,0.0
88,432.0,2592.0
89,430.0,1290.0
90,432.0,3888.0
91,430.0,430.0
92,432.0,864.0
93,430.0,3440.0
94,432.0,1728.0
95,430.0,1720.0
96,432.0,2592.0
97,430.0,430.0
98,432.0,3024.0
99,430.0,3870.0
100,432.0,3456.0
101,430.0,3870.0
102,432.0,2160.0
103,430.0,3010.0
104,432.0,3456.0
105,430.0,2580.0
106,432.0,3456.0
107,430.0,3440.0
108,432.0,432.0
109,430.0,3440.0
110,431.0,2155.0
111,430.0,2580.0
112,431.0,0.0
113,431.0,2155.0
114,431.0,431.0
115,431.0,2155.0
116,431.0,1293.0
117,431.0,3017.0
118,430.0,430.0
119,432.0,2592.0
120,430.0,430.0
121,431.0,1724.0
122,430.0,2150.0
123,432.0,3888.0
124,430.0,3010.0
125,432.0,1296.0
126,429.0,2574.0
127,432.0,432.0
128,429.0,858.0
129,432.0,1296.0
130,429.0,3861.0
131,432.0,864.0
132,429.0,858.0
133,432.0,432.0
134,429.0,0.0
135,431.0,1724.0
136,429.0,2145.0
137,431.0,3448.0
138,430.0,2150.0
139,431.0,3879.0
140,430.0,860.0
141,431.0,1724.0
142,429.0,3861.0
143,430.0,3440.0
144,429.0,1287.0
145,429.0,429.0
146,429.0,3861.0
147,429.0,2574.0
148,429.0,2145.0
149,428.0,3424.0
150,429.0,1287.0
151,428.0,0.0
152,429.0,1716.0
153,428.0,428.0
154,430.0,3440.0
155,427.0,427.0
156,429.0,2574.0
157,427.0,0.0
158,429.0,3003.0
159,427.0,3416.0
160,430.0,2580.0
161,427.0,2562.0
162,430.0,860.0
