Time,EGM Signal 1,EGM Signal 2
0,380.0,1520.0
1,359.0,1436.0
2,379.0,1516.0
3,359.0,1436.0
4,379.0,2653.0
5,360.0,1440.0
6,376.0,1880.0
7,359.0,359.0
8,378.0,0.0
9,361.0,2888.0
10,376.0,1504.0
11,362.0,0.0
12,376.0,1504.0
13,363.0,363.0
14,375.0,2250.0
15,364.0,1092.0
16,374.0,374.0
17,366.0,2928.0
18,375.0,3000.0
19,367.0,3303.0
20,371.0,371.0
21,365.0,1095.0
22,371.0,371.0
23,369.0,1107.0
24,369.0,1845.0
25,370.0,0.0
26,370.0,1110.0
27,370.0,3330.0
28,368.0,1472.0
29,372.0,1488.0
30,367.0,0.0
31,372.0,1488.0
32,366.0,1464.0
33,373.0,373.0
34,365.0,730.0
35,374.0,3366.0
36,364.0,364.0
37,374.0,1122.0
38,363.0,1815.0
39,376.0,0.0
40,362.0,1448.0
41,377.0,1131.0
42,361.0,2166.0
43,377.0,1885.0
44,360.0,2880.0
45,379.0,3032.0
46,360.0,1440.0
47,379.0,2274.0
48,359.0,359.0
49,380.0,1900.0
50,358.0,1790.0
51,381.0,2286.0
52,359.0,718.0
53,380.0,1140.0
54,358.0,716.0
55,381.0,381.0
56,358.0,2506.0
57,381.0,1524.0
58,358.0,2506.0
59,381.0,2667.0
60,358.0,2506.0
61,381.0,2286.0
62,358.0,358.0
63,380.0,3040.0
64,358.0,1432.0
65,381.0,3048.0
66,359.0,0.0
67,381.0,381.0
68,359.0,2872.0
69,380.0,2280.0
70,359.0,2872.0
71,379.0,1895.0
72,359.0,2513.0
73,379.0,2274.0
